IdColonia,IdInegi,NomColonia,Habitantes,Mujeres,Hombres,Pob0a14,Pob15a64,Pob18mas,ViviendasHabitadas,PromOcuxVivHab,Fundacion,ColinNorte,ColinSur,ColinOriente,ColinPoniente,ArroyoEntubado,ArroyoInterperie,Cerro,Barranco,CentroCultural,ParquesyJarines,JuegosInfantiles,PlazaCivica,CalleAlumbrado%,CallePavimento%,CalleAdoquin%,CalleEmpedrado%,CalleTerraceria%,VivAguaPot%,VivDrenaje%,VivFosaSep%,VivElectricidad%,RutasTransporte,OficinaCorreo,RegistroCivil,DeleAgencia,Cementerio,ModuloPoli,PatrullasColonia,PlumaIngresos,PobRelCatolica%,CP,ZonaC,Sele
187,123-L,Jardines de la Patria,1499,771,728,280,1135,1154,540,2.0699999999999998,,"Vallarta Universidad, Jardines Universidad",Jardines Vallarta,"Hacienda de la Loma, Vigusa, Condominio Inglaterra",Jardines Vallarta,FALSO,FALSO,FALSO,FALSO,"Club de la Colina, A.C., en calle Shakespeare (privado)",FALSO,FALSO,FALSO,100,100,0,0,0,98.80000305,98.5,0,99.09999847,"25, 27 y 27-a por av. Patria, no entran a la colonia",-Inexistente-,"Oficialía Nº 16, Honorato de Balzak Nº 280 (en el módulo anexo al jardín), de lunes a viernes de  09:00 a 15:00 hrs.tel. 3629 3920 y 3673 6695, Lic. Patricia Rivera Zúñiga",-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45110,5B,0
189,124-E,Jardines de los Belenes,4523,2267,2247,1410,2884,2876,1224,4.46,,Indígena de Mezquitán,La experiencia,Barranca de Huentitán,Benito Juárez,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,6,0,82,12,96.19999695,85.80000305,11.69999981,98.09999847,15 y 54,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45190,2B,1
190,0,Jardines de los Robles,0,0,0,0,0,0,0,0,,"Marcelino García Barragán, Periquera, Vicente Guerrero","Héroes Nacionales, Praderas de San Antonio",Nuevo México,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,"No tienen ruta, solo pasan por la carretera a Tesistán.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,3,0
191,0,Jardines de Nuevo México,16068,8158,7897,5219,10218,9733,3994,3.3999999999999999,,Marcelino García Barragán,Fresno,Vicente Guerrero,"Héroes Nacionales, Praderas de San Antonio",FALSO,FALSO,FALSO,FALSO,"Centro Cultural Regional Norte, Dom. Idolina Gaona S/N entre Octava Oriente y Quinta Norte.",FALSO,FALSO,FALSO,100,20,0,60,10,83.15000153,95.33000183,0,95.37000275,"629-B, 633, 24-A, 275 F, 13",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45138,4,0
193,350-D,Jardines de Santa Margarita,468,244,224,176,276,270,97,4.82,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,60,40,0,87.59999847,73.19999695,25.79999924,93.80000305,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45138,4,0
194,126-D,Jardines de Tabachines,748,390,357,199,527,494,214,4.5800000000000001,,Tabachines,Constituyentes y Constitución,Residencial Tabachines,San Nicolás de los Belenes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,VERDADERO,FALSO,FALSO,100,98,0,0,2,98.19999695,99.09999847,0,100,"78, 641, 380",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45188,2A,1
195,127-I,Jardines del Auditorio,1798,957,841,496,1233,1141,374,4.81,,Rinconada del Auditorio,Unidad Auditorio,"Cerritos, Villas del Parque",Constituyentes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.5,99.19999695,0.800000012,100,50 por Mariano Barcenas,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45180,2A,1
196,128-C,Jardines del Porvenir,5859,3062,2797,1542,4148,3921,1738,4.9699999999999998,,"Balcones de la Cantera, Arroyo Hondo",Hogares de Atemajac,Parques del Auditorio,Constituyentes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,97.19999695,98.09999847,0,100,636-A por Cantera Morada,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,0,2A,1
197,129-H,Jardines del Sol,3906,2082,1824,553,2888,3183,1422,4.5199999999999996,,El Zapote y Prados Tepeyac,,Ciudad del Sol,Mirador del Sol,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.30000305,98.90000153,0,99.80000305,"59, 640 y 101",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45050,6,0
198,130-L,Jardines del Valle,20672,10528,10136,6218,13944,13128,6685,3.7000000000000002,,,Novaterra,"Girasoles Elite, Girasoles Acueducto, Residencial del Valle","Nuevo México, Valle Escondido, Jardín Real",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,30,30,40,0,99.5,99.40000153,0.200000003,99.80000305,"24, 265 Diagonal y  631-A",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45138,4,0
199,131-E,Jardines del Vergel,7631,3781,3796,2710,4779,4486,2426,3.73,,Mezquitán,Alamedas de Tesistán,"La Martinica, Cabañitas",,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,3,0,9,88,36.5,20.60000038,73,88.90000153,"637
30-A",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,,2A,1
200,0,Jardines del Vigía,0,0,0,0,0,0,0,0,,El Vigía,Zapopan,Mercado del Mar,San Isidro Ejidal,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,"13, 19, 19-a, 275, 633 y Taray.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45140,1B,0
201,133-D,Jardines Universidad,3096,1662,1434,447,2404,2528,1335,4.6200000000000001,14 de Julio de 1972,UAG,"Jardines de la Patria, Jardines de Vallarta",Loma Real,Parques Regency,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.59999847,97.5,0,99.5,"27, 632 , 635-B, 635-A Y 25",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45110,5B,0
202,134-I,Jardines Vallarta,3621,1880,1739,735,2659,2737,1253,3.7000000000000002,,"Jardines de la Patria, Vigusa","Real Vallarta, Prados Vallarta, Camichines Vallarta",,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,92.90000153,98.19999695,0,99.59999847,"27, por Av. Juan Palomar y Arias",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45027,5B,0
203,340-L,Jocotán,5175,2584,2570,1775,3199,3067,1430,3.98,,Puerta del sol,"Sta. María del Pueblito, Ciudad Granja","Lomas Universidad, Villas Vallarta, Paseos Universidad",Rinconada del Hípico,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,39,30,30,1,0,0,0,0,629 y 629-A por Ramón Corona,-Inexistente-,-Inexistente-,"AGENCIA: Francisco I. Madero Nº 5829-A, 
Tel. 31843943, 
Agente Municipal Antonia Elizabeth López Valdivia,",-Inexistente-,FALSO,FALSO,FALSO,0,45017,5A,0
204,0,"Joya, La",0,0,0,0,0,0,0,0,,Bosques del Centinela,Colinas de los Belenes,Jardines del Vergel,Colinas de los Belenes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45180,2A,0
205,136-H,Juan Manuel Vallarta,1735,885,849,358,1213,1287,566,4.3600000000000003,,Lomas Altas,,Los Pinos,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.09999847,98.09999847,0,99.80000305,"37, por Inglaterra",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45120,7,0
206,137-B,Lagos del Country,3576,1920,1648,585,2676,2857,1450,4.5999999999999996,,Zoquipan,Municipio de Guadalajara,"Lomas del Camino, Unidad Patria","Patria Zoquipan, Residencial San Jorge",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,89.19999695,99.69999695,0,100,"142, 622, y 641. por Patria",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45177,1B,1
207,138-G,Linda Vista,946,520,426,188,631,708,308,4.5199999999999996,,Unidad República,"Villa Coral, Villa Magna y Villa las Palmas","Loma Blanca, Sta. Fe",Barranco,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,98,97.59999847,0,97.19999695,"190, 635",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,45169,1A,0
208,139-K,Loma Blanca,218,112,106,33,169,176,83,4.6299999999999999,,Zapopan,Altamira,"San Miguel de la Colina, Residencial Loma Blanca","Linda Vista, Villa Magna",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,0,70,10,96.90000153,98.09999847,0,98.09999847,"635, 190, 634",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45167,1A,0
209,140-D,Loma Bonita,5529,2886,2641,1043,4013,4238,1995,4.6299999999999999,,Giralda,"Rinconada La Joya, Condominio Navío",Loma Bonita Sur,La Calma,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99,99.19999695,0,99.19999695,"187-7, 629, 3 Sta. Anita, 24 y 258",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45086,6,0
210,141-I,Loma Bonita Ejidal,10753,5606,5140,3062,6940,7095,2823,4.9400000000000004,,Loma Bonita Sur,,Municipio de Tlaquepaque,"Colinas de Las Águilas, Las Águilas, Rinconada de La Calma",FALSO,FALSO,FALSO,FALSO,"Grupo folklórico Teocalli. Av. Tabachines y Tequila, (Módulo de Asociación Vecinal)",FALSO,FALSO,FALSO,100,97,1,1,1,93.80000305,98.40000153,0.300000012,99,"13, 30 Directo, 128, 625, 358, 645 y 619-A",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45085,6,0
211,217-H,Loma Bonita Residencial,5184,2666,2518,1187,3672,3571,1342,3.82,,"La Giralda, Residencial Victoria",Loma Bonita Sur,Tlaquepaque,Loma Bonita,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.90000153,99.40000153,0,99.80000305,"645, 619-A y línea Platino",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45086,6,0
212,143-H,Loma Bonita Sur,1431,730,701,266,1069,1103,457,5.3099999999999996,,Loma Bonita Residencial,Rinconada La Calma,Loma Bonita,Loma Bonita Residencial,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.09999847,99.19999695,0,99.19999695,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,45086,6,0
213,144-B,Loma Real,453,257,196,125,321,290,98,4.6200000000000001,,Plaza Universidad,,,Jardines Universidad,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,94.90000153,95.90000153,3.099999905,94.90000153,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,45129,5B,0
214,145-G,"Loma, La",16,5,11,3,12,11,3,5.33,,Fraccionamiento Cristal,Bugambilias,Bugambilias,Bugambilias,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,100,100,0,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45140,1B,0
215,146-K,Lomas Altas,2256,1217,1039,439,1639,1699,855,2.77,,Loma Real,Juan Manuel Vallarta,Los Pinos,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.80000305,98.59999847,0,100,37 por calle libra,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,45128,5B,0
216,147-F,Lomas de Atemajac,4065,2173,1892,773,3004,3100,1470,3.6699999999999999,,"Lomas del Batán, Colinas de Atemajac",Municipio de Guadalajara,"Lomas del Batán, Municipio de Guadalajara","Unidad Patria, Lomas del Camino.",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,84,16,0,0,98.59999847,95.59999847,3.599999905,99.5,"19, 30-A, 640 por Av. Zoquipan;  15, 622, 641 por Patria; 640 poe E. Díaz de León.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45178,1B,1
217,148-L,Lomas de Guadalupe,1002,518,484,201,753,736,296,3.9100000000000001,,Residencial Cordilleras,Jardines de Guadalupe,Camino Real,Lomas del Seminario,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.59999847,99.30000305,0,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45038,5A,0
218,0,Lomas de la Primavera,17093,8449,8546,6723,10013,9157,4257,3.23,,Cerro del Colli,Bugambilias,"Colinas de la Primavera, Jardiens Tapatios y La Noria.",Bosque de la Primavera,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,85,10,0,20,70,0,0,0,0,"101, 51-A y 51-B",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,56629,7,0
220,149-E,Lomas de Tabachines,14168,7084,7084,4852,8874,8397,3179,3.2999999999999998,En 1975,Mesa de los Ocotes,"Colinas de Tabachines, Balcones de la Cantera",Agua Fría,Emiliano Zapata,FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,0,2,84,14,87.80000305,87.69999695,9.699999809,98.40000153,"641, 50-B",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45185,2A,1
221,150-H,Lomas de Zapopan,15661,8160,7501,3641,11460,11064,5111,3.48,,"Francisco Villa, Colinas del Rey, Condominio Habitacional Los Olivos",Arcos de Zapoan,Altagracia,Bosques de Zapopan,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,98,2,0,0,99.30000305,99.19999695,0.200000003,99.80000305,"15, 634 y 636.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45130,3,0
222,151-B,Lomas del Batán,5250,2708,2539,1408,3446,3555,1518,4.3499999999999996,Hace 50 años aprox.,"González Ortega, Pedro Moreno, La Palmita","Lomas de Atemajac, Atemajac del Valle",El Batán,"GUSA, 27 de Septiembre, Colinas de Atemajac",FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,VERDADERO,VERDADERO,VERDADERO,100,20,60,18,2,94.69999695,98.30000305,0.899999976,99.69999695,"78, 50-B, Tren ligero, 15",Emiliano Zapata No. 12-A,"Registro Civil Atemajac, Hidalgo No. 10","Delegación Atemajac, Hidalgo No. 10, Tel. 38232506, Delegado: Dr. Juan Manuel Vaca Gutiérrez, Subdelegado: Carlos Antonio García Cuba","Cementerio Atemajac, calle Ricardo Flores Magón y calle Paz.
(Privado)Cementerio Israelita, Dom. Aldama N° 300 Tel. 36-41-64-11 Encargada Lic. Nancy Magaña Robles",FALSO,FALSO,VERDADERO,96,45190,1B,1
223,152-G,Lomas del Bosque,218,129,89,36,175,166,54,3.1899999999999999,,Atlas Colomos,Real Acueducto,El Prado,Zotogrande,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,50,0,0,92.59999847,96.30000305,0,96.30000305,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,99,45118,1A,0
224,153-K,Lomas del Camino,284,149,135,104,172,168,70,4.06,,Lomas del Infante,Unidad Patria,Lomas de Atemajac,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.59999847,100,0,100,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45176,1B,1
225,154-F,Lomas del Centinela,5782,2841,2897,2325,3306,3069,1491,3.29,Sin datos,Mesa de los Ocotes,"Nuevo Vergel, Cabañitas","Emiliano Zapata, Lomas de Tabachines","Mezquitán, Jardines del Vergel",FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,2,98,26.10000038,18.79999924,36.70000076,95.69999695,30-A y 637.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,83,45187,2A,1
226,155-L,Lomas del Colli,415,211,197,148,250,241,88,3.9100000000000001,,,,Rinconada del Parque,Volcanes del Colli,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,8,0,16,76,68,63.90000153,30.89999962,96.90000153,380,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45010,5A,0
228,156-E,Lomas del Refugio,2857,1380,1427,1070,1698,1598,780,3.7400000000000002,,Miguel Hidalgo,Benito Juárez Norte,Barranca de Huentitán,Nueva España,VERDADERO,VERDADERO,FALSO,VERDADERO,-Inexistente-,FALSO,FALSO,FALSO,70,0,0,70,30,92.09999847,91.69999695,5.599999905,99.5,50 por Agua Fría,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45186,2B,1
229,157-J,Lomas del Seminario Norte,918,478,440,181,693,664,287,3.6899999999999999,,Residencial Coordilleras,Lomas del Seminario,Camino Real,La Estancia,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.19999695,98.5,0,99.19999695,632 por Patria,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45038,5A,0
230,158-D,Lomas del Valle,3780,2065,1715,838,2637,2784,1226,4.1799999999999997,,"San Wenceslao, Guadalajara","Rinconada Santa Rita, Lomas Altas",Guadalajara,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.30000305,91.90000153,6.699999809,99.69999695,37 por Av. Lomas Altas,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45129,5B,0
231,0,Lomas del Vergel,3485,1724,1749,1222,2171,2026,817,3.5699999999999998,,,Jardines del Vergel,"Cabañitas, La Martinica","Villas del Centinela, Bosques del Centinela",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45188,2A,0
232,160-K,Lomas Universidad,2445,1293,1152,529,1829,1789,919,2.9100000000000001,,Parque Regency,López Mateos,Rinconada de los Novelistas,Villas Vallarta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,58,41,1,0,98.40000153,99.09999847,0,99.40000153,629-A.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45016,5A,0
233,161-k,"Maestros, Los",1689,842,847,361,1176,1236,533,3.1600000000000001,,"Constitución, El Paraíso","Seattle Ecológica, Seattle",Habitacional Seattle,Tepeyac,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,26,0,74,0,0,0,0,0,"13 y 15 por Paulino Navarro, 142 por San Jorge, 170-B por Aurelio Ortega",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45150,1B,1
234,Datos Magdalena y San José Ejidal,"Magdalena, La",5887,2851,2910,2358,3376,3190,2206,3.1600000000000001,Aprox. 1700,San José Ejidal,Haciendas de Zapopan,Misión Capistrano,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,0,0,40,60,36.77000046,90.48999786,0,88.40000153,24,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,99,45200,RS,0
235,162-L,"Mante, El",4761,2341,2379,1359,3193,3111,1201,3.6600000000000001,En 1967,Municipio de Tlaquepaque,Agua Blanca Industrial,Municipio de Tlaquepaque,Francisco Sarabia,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,1,1,90,5,95.59999847,94.80000305,2.700000048,98.80000305,625,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45235,8,0
236,163-E,Marcelino García Barragán,3257,1613,1617,1181,1961,1865,959,4.29,,Villas La Loma,Jardines de Nuevo México,Valle de Nuevo México,Jardines de Nuevo México,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,95,10,0,20,70,89.30000305,95.69999695,14.30000019,92.90000153,"633, 24A, 13, 275 F, 629",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45134,3,0
237,164-J,Mariano Otero,8143,4153,3973,2425,5428,5170,2099,4.2800000000000002,En 1983,Miramar,El Briseño,Rinconada del Oro,Arenales Tapatíos,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,10,0,70,20,89.30000305,93,4.400000095,99,"59-A, 624, 258 626 y 101",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45067,7,0
238,165-D,"Martinica, La",4424,2256,2168,1346,2925,2820,1025,3.4900000000000002,,Cabañitas,Tabachines,"Emiliano Zapata, Lomas de Tabachines","Jardines del Vergel, Alamedas de Tesistán",FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,VERDADERO,FALSO,100,0,0,85,15,93.5,97.69999695,10.80000019,97.90000153,"50-B, 637 Cabañas y Centinela.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45185,2A,1
239,166-I,Mesa Colorada,5098,2505,2582,1818,3082,2952,1239,4.6799999999999997,,"Mesa Colorada Poniente, Lomas del Pedregal",Villas de Guadalupe,"Mirador Escondido, Vista Hermosa",Mesa de los Ocotes,FALSO,VERDADERO,FALSO,VERDADERO,-Inexistente-,FALSO,FALSO,FALSO,95,16,0,70,14,76,24.70000076,58.09999847,97.5,"636A, 641, 231, 231C",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45204,RN,1
240,167-C,Mesa Colorada Poniente,4628,2288,2340,1966,2479,2302,944,4.91,El 20 de Noviembre de 1990,Barranca de Huentitán,"Mesa de los Ocotes,",Mesa Colorada (crucero),,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,90,0,0,0,80,10,10,52,97,"636-A por la Av. Indigena;  Delli-Pachtli
                                            Hazta Xelua",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45189,2B,1
241,168-H,Mesa de los Ocotes,7932,3938,3946,3061,4648,4328,2045,4.2199999999999998,,Mesa Colorada Poniente,Villas de Guadalupe,Mesa Colorada (Crucero),,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,100,10.80000019,10.19999981,40.79999924,97.59999847,231- C  y  641,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45189,2B,1
242,308-B,Mezquitán,1013,474,539,441,547,513,232,4.37,,,"Lomas del Centinela, Jardines del Vergel",Mesa de los Ocotes,,FALSO,VERDADERO,FALSO,VERDADERO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,100,3.5,13.89999962,47.40000153,96.5,"30-A Por Av. del Vergel, Cholula y Eucalipto",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,90,,2B,1
243,169-B,Miguel de la Madrid,2238,1131,1105,651,1470,1453,550,3.5699999999999998,Noviembre 1982,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,48,0,50,2,99.30000305,96.80000305,1.399999976,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45239,8,0
244,170-E,Miguel Hidalgo,5166,2615,2534,1712,3278,3070,1307,3.4199999999999999,,"Higuera, La",Lomas del Refugio,Barranco,"Villas de Guadalupe, Agua fria",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,90,5,0,50,45,93,94.09999847,1.700000048,97.69999695,50 y 52-D.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45186,2B,1
245,0,Milpillas Mesa de San Juan,86,36,50,26,45,57,23,3.7400000000000002,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,0,100,0,87.5,0,91.66999817,Inexistente,-Inexistente-,-Inexistente-,"AGENCIA: Domicilio conocido Mesa de San Juan, 
Agente Municipal: Alfredo Gutiérrez Herrera, 
elular 3311316011",-Inexistente-,FALSO,FALSO,FALSO,0,,RS,0
247,351-I,Mirador de San Isidro (ó Mirador de la Cañada),1986,1031,955,633,1309,1246,644,3.3100000000000001,,"Misión de San Isidro, Mirador de la Cañada",Valle de San Isidro,Bosques del Centinela,Haciendas del Valle,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.5,98.90000153,0,99.80000305,"15, 634 y 636",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45133,3,0
248,172-D,Mirador del Sol,2792,1491,1301,486,2095,2187,1061,4.2199999999999998,1982,"Chapalita Las Fuentes, Los Olivos","Villa Puerta del Sol, Plaza Coordilleras,","Jardines del Sol, El Zapote","Villas del Tepeyac, Santa Catalina",FALSO,FALSO,FALSO,FALSO,Salón de usos múltiples,FALSO,FALSO,FALSO,100,95,5,0,0,99.19999695,99.80000305,0,99.90000153,"101, 640 y 59 por Moctezuma, 52-A, 52B, Turquesa; 55, 632, 249 y 51-B por Patria.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45054,6,0
